nombre,categoria,subcategoria,descripcion,fuente,evidencia,imagenes,instagram,twitter,facebook,tiktok,youtube,estado
Hit,empresas,Marcas de Postobón,"Jugos y néctares de fruta, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Bretaña,empresas,Marcas de Postobón,"Soda/agua, una de las marcas más antiguas de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Hipinto,empresas,Marcas de Postobón,"Gaseosa, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Gaseosa Popular,empresas,Marcas de Postobón,"Gaseosa económica, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Mr. Tea,empresas,Marcas de Postobón,"Té frío, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Tutti Frutti,empresas,Marcas de Postobón,"Gaseosa de sabores, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Agua Cristal,empresas,Marcas de Postobón,"Agua embotellada, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Agua Oasis,empresas,Marcas de Postobón,"Agua embotellada, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Squash,empresas,Marcas de Postobón,"Bebida de fruta, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Peak,empresas,Marcas de Postobón,"Bebida hidratante/deportiva, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Speed Max,empresas,Marcas de Postobón,"Bebida energizante, marca de Postobón (Organización Ardila Lülle). Ese grupo es dueño de los canales RCN y La FM (señalados por su sesgo contra la izquierda) y financia a partidos de derecha.",https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia,Marcas de Postobón (Postobón)::https://www.postobon.com/sala-prensa/noticias/nuestras-marcas-en-el-top-mind-colombia|Aportes a partidos 2022 (La Silla Vacía)::https://www.lasillavacia.com/silla-nacional/los-aportes-a-partidos-de-los-grupos-ardila-lulle-y-santo-domingo/,,,,,,,vínculo indirecto
Nutresa,empresas,Grupo Gilinski,"Mayor grupo de alimentos de Colombia (marcas como Noel, Zenú y Jet), controlado por el Grupo Gilinski (cerca del 85%). Vínculo indirecto: se incluye por la propiedad del Grupo Gilinski, ligado a la campaña de De la Espriella a través del crédito del Banco GNB Sudameris y de la línea editorial de la revista Semana, ambos del grupo.",https://www.larepublica.co/especiales/opa-por-nutresa/gnb-sudameris-rimax-y-yupi-entre-las-empresas-que-componen-el-grupo-gilinski-3260735,Negocios del Grupo Gilinski (El Colombiano)::https://www.elcolombiano.com/negocios/estos-son-los-negocios-de-los-gilinski-LH16110139,,nutresaoficial,Grupo_Nutresa,,,,vínculo indirecto
Rimax,empresas,Grupo Gilinski,"Fabricante de plásticos y artículos para el hogar, del Grupo Gilinski. Vínculo indirecto: se incluye por la propiedad del Grupo Gilinski, ligado a la campaña de De la Espriella a través del crédito del Banco GNB Sudameris y de la línea editorial de la revista Semana.",https://www.larepublica.co/especiales/opa-por-nutresa/gnb-sudameris-rimax-y-yupi-entre-las-empresas-que-componen-el-grupo-gilinski-3260735,Negocios del Grupo Gilinski (El Colombiano)::https://www.elcolombiano.com/negocios/estos-son-los-negocios-de-los-gilinski-LH16110139,,,,productosrimax,,,vínculo indirecto
Servibanca,empresas,Grupo Gilinski,"Red de cajeros automáticos, del Grupo Gilinski. Vínculo indirecto: se incluye por la propiedad del Grupo Gilinski, ligado a la campaña de De la Espriella a través del crédito del Banco GNB Sudameris y de la línea editorial de la revista Semana.",https://www.larepublica.co/especiales/opa-por-nutresa/gnb-sudameris-rimax-y-yupi-entre-las-empresas-que-componen-el-grupo-gilinski-3260735,Negocios del Grupo Gilinski (El Colombiano)::https://www.elcolombiano.com/negocios/estos-son-los-negocios-de-los-gilinski-LH16110139,,,,,,,vínculo indirecto
El Heraldo,empresas,Grupo Gilinski,"Diario de Barranquilla (costa Caribe), del Grupo Gilinski (Gabriel Gilinski). Vínculo indirecto: se incluye por la propiedad del Grupo Gilinski, ligado a la campaña de De la Espriella a través del crédito del Banco GNB Sudameris y de la línea editorial de la revista Semana.",https://www.larepublica.co/especiales/opa-por-nutresa/gnb-sudameris-rimax-y-yupi-entre-las-empresas-que-componen-el-grupo-gilinski-3260735,Negocios del Grupo Gilinski (El Colombiano)::https://www.elcolombiano.com/negocios/estos-son-los-negocios-de-los-gilinski-LH16110139,,elheraldoco,elheraldoco,fansheraldo,,,vínculo indirecto
Yupi,empresas,Grupo Gilinski,"Mecato y snacks (papas Yupis, Tosti, GolpeTodo), del Grupo Gilinski. Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.larepublica.co/especiales/opa-por-nutresa/gnb-sudameris-rimax-y-yupi-entre-las-empresas-que-componen-el-grupo-gilinski-3260735,Negocios del Grupo Gilinski (El Colombiano)::https://www.elcolombiano.com/negocios/estos-son-los-negocios-de-los-gilinski-LH16110139,,,,ProductosYupi,,,vínculo indirecto
Bon Bril,empresas,Grupo Gilinski,"Productos de aseo del hogar (esponjillas y limpieza), del Grupo Gilinski. Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.larepublica.co/especiales/opa-por-nutresa/gnb-sudameris-rimax-y-yupi-entre-las-empresas-que-componen-el-grupo-gilinski-3260735,Negocios del Grupo Gilinski (El Colombiano)::https://www.elcolombiano.com/negocios/estos-son-los-negocios-de-los-gilinski-LH16110139,,,,,,,vínculo indirecto
GHL Hoteles,empresas,Grupo Gilinski,"Cadena hotelera del Grupo Gilinski. Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.larepublica.co/especiales/opa-por-nutresa/gnb-sudameris-rimax-y-yupi-entre-las-empresas-que-componen-el-grupo-gilinski-3260735,Negocios del Grupo Gilinski (El Colombiano)::https://www.elcolombiano.com/negocios/estos-son-los-negocios-de-los-gilinski-LH16110139,,ghl_hoteles,,GhlHoteles,,,vínculo indirecto
Noel,empresas,Marcas de Nutresa,"Galletas, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,galletasnoel,,companiadegalletasnoel,,,vínculo indirecto
Saltín Noel,empresas,Marcas de Nutresa,"Galletas saladas (crackers), marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,saltinnoelcol,,,,,vínculo indirecto
Ducales,empresas,Marcas de Nutresa,"Galletas, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,,,,,,vínculo indirecto
Festival,empresas,Marcas de Nutresa,"Galletas, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,,,,,,vínculo indirecto
Zenú,empresas,Marcas de Nutresa,"Embutidos y cárnicos, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,zenuoficial,,AlimentosZenu,,,vínculo indirecto
Ranchera,empresas,Marcas de Nutresa,"Embutidos, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,rancheraoficial,,,,,vínculo indirecto
Jet,empresas,Marcas de Nutresa,"Chocolatina, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,chocolatesjet,,chocolatesjet,,,vínculo indirecto
Jumbo,empresas,Marcas de Nutresa,"Chocolatina, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,,,,,,vínculo indirecto
Chocolisto,empresas,Marcas de Nutresa,"Chocolate en polvo, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,,,,,,vínculo indirecto
Montblanc,empresas,Marcas de Nutresa,"Chocolate, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,,,,,,vínculo indirecto
TOSH,empresas,Marcas de Nutresa,"Snacks y galletas, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,soytosh,,TOSHBienestar,,,vínculo indirecto
Colcafé,empresas,Marcas de Nutresa,"Café, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,colcafe,cafe_colcafe,colcafe,,,vínculo indirecto
Sello Rojo,empresas,Marcas de Nutresa,"Café, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,cafe.sellorojo,,CafeSelloRojo,,,vínculo indirecto
Doria,empresas,Marcas de Nutresa,"Pastas, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,alimentosdoria,,alimentosdoria,,,vínculo indirecto
Crem Helado,empresas,Marcas de Nutresa,"Helados, marca de Grupo Nutresa (Grupo Gilinski). Vínculo indirecto: se incluye por la propiedad del grupo, ligado a la campaña de De la Espriella vía el Banco GNB Sudameris y la revista Semana.",https://www.eltiempo.com/economia/empresas/nutresa-las-marcas-que-ahora-son-del-grupo-gilinski-771554,Las 63 marcas de Nutresa (BluRadio)::https://www.bluradio.com/economia/negocios/las-63-marcas-que-componen-al-grupo-nutresa-gilinski-venderia-algunas-rs15,,cremheladooficial,,CremHelado,,,vínculo indirecto
